scan,piastra,n_seme,timestamp,pixel_area,global_id
scan1,6,2,70,41186.5,scan1_70_p6_seed02
scan1,6,2,71,41269.0,scan1_71_p6_seed02
scan1,6,2,72,41129.0,scan1_72_p6_seed02
scan1,6,2,73,41360.0,scan1_73_p6_seed02
scan1,6,2,74,41415.5,scan1_74_p6_seed02
scan1,6,2,75,41389.0,scan1_75_p6_seed02
scan1,6,2,76,41313.0,scan1_76_p6_seed02
scan1,6,2,77,41493.0,scan1_77_p6_seed02
scan1,6,2,78,41493.5,scan1_78_p6_seed02
scan1,6,2,79,41416.0,scan1_79_p6_seed02
scan1,6,2,8,32368.5,scan1_8_p6_seed02
scan1,6,2,80,41488.0,scan1_80_p6_seed02
scan1,6,2,81,41474.5,scan1_81_p6_seed02
scan1,6,2,82,41143.5,scan1_82_p6_seed02
scan1,6,2,83,41450.0,scan1_83_p6_seed02
scan1,6,2,84,41203.0,scan1_84_p6_seed02
scan1,6,2,85,41366.0,scan1_85_p6_seed02
scan1,6,2,86,41367.5,scan1_86_p6_seed02
scan1,6,2,87,41212.0,scan1_87_p6_seed02
scan1,6,2,88,41452.0,scan1_88_p6_seed02
scan1,6,2,89,41192.0,scan1_89_p6_seed02
scan1,6,2,9,32694.5,scan1_9_p6_seed02
scan1,6,2,90,41329.0,scan1_90_p6_seed02
scan1,6,2,91,41400.0,scan1_91_p6_seed02
scan1,6,2,92,41276.5,scan1_92_p6_seed02
scan1,6,2,93,41282.0,scan1_93_p6_seed02
scan1,6,2,94,41560.0,scan1_94_p6_seed02
scan1,6,2,95,41336.5,scan1_95_p6_seed02
scan1,6,2,96,41337.5,scan1_96_p6_seed02
scan1,6,2,97,41358.5,scan1_97_p6_seed02
scan1,6,2,98,41107.5,scan1_98_p6_seed02
scan1,6,2,99,41201.5,scan1_99_p6_seed02
scan1,6,3,1,30149.0,scan1_1_p6_seed03
scan1,6,3,10,31661.0,scan1_10_p6_seed03
scan1,6,3,100,40728.5,scan1_100_p6_seed03
scan1,6,3,101,40846.0,scan1_101_p6_seed03
scan1,6,3,102,40836.0,scan1_102_p6_seed03
scan1,6,3,103,40742.0,scan1_103_p6_seed03
scan1,6,3,104,40716.5,scan1_104_p6_seed03
scan1,6,3,105,40477.5,scan1_105_p6_seed03
scan1,6,3,106,40688.5,scan1_106_p6_seed03
scan1,6,3,107,40798.5,scan1_107_p6_seed03
scan1,6,3,108,40716.5,scan1_108_p6_seed03
scan1,6,3,109,40744.0,scan1_109_p6_seed03
scan1,6,3,11,31695.5,scan1_11_p6_seed03
scan1,6,3,110,40515.0,scan1_110_p6_seed03
scan1,6,3,111,40725.0,scan1_111_p6_seed03
scan1,6,3,112,40778.5,scan1_112_p6_seed03
scan1,6,3,113,40750.0,scan1_113_p6_seed03
scan1,6,3,114,40691.5,scan1_114_p6_seed03
scan1,6,3,115,40847.5,scan1_115_p6_seed03
scan1,6,3,116,40549.5,scan1_116_p6_seed03
scan1,6,3,117,40717.5,scan1_117_p6_seed03
scan1,6,3,118,40898.0,scan1_118_p6_seed03
scan1,6,3,119,40675.0,scan1_119_p6_seed03
scan1,6,3,12,31808.5,scan1_12_p6_seed03
scan1,6,3,120,40875.5,scan1_120_p6_seed03
scan1,6,3,121,40782.0,scan1_121_p6_seed03
scan1,6,3,122,40739.5,scan1_122_p6_seed03
scan1,6,3,123,41030.0,scan1_123_p6_seed03
scan1,6,3,124,40946.0,scan1_124_p6_seed03
scan1,6,3,125,41127.0,scan1_125_p6_seed03
scan1,6,3,126,40998.5,scan1_126_p6_seed03
scan1,6,3,127,40841.5,scan1_127_p6_seed03
scan1,6,3,128,41128.5,scan1_128_p6_seed03
scan1,6,3,129,41079.5,scan1_129_p6_seed03
scan1,6,3,13,32016.5,scan1_13_p6_seed03
scan1,6,3,130,41213.0,scan1_130_p6_seed03
scan1,6,3,131,40970.0,scan1_131_p6_seed03
scan1,6,3,132,41118.0,scan1_132_p6_seed03
scan1,6,3,133,41103.5,scan1_133_p6_seed03
scan1,6,3,134,41003.5,scan1_134_p6_seed03
scan1,6,3,14,32046.5,scan1_14_p6_seed03
scan1,6,3,15,32143.0,scan1_15_p6_seed03
scan1,6,3,16,32044.5,scan1_16_p6_seed03
scan1,6,3,17,32042.5,scan1_17_p6_seed03
scan1,6,3,18,32240.0,scan1_18_p6_seed03
scan1,6,3,19,32457.5,scan1_19_p6_seed03
scan1,6,3,2,30311.5,scan1_2_p6_seed03
scan1,6,3,20,32399.0,scan1_20_p6_seed03
scan1,6,3,21,32523.5,scan1_21_p6_seed03
scan1,6,3,22,32638.0,scan1_22_p6_seed03
scan1,6,3,23,32484.5,scan1_23_p6_seed03
scan1,6,3,24,32711.5,scan1_24_p6_seed03
scan1,6,3,25,32543.0,scan1_25_p6_seed03
scan1,6,3,26,32796.0,scan1_26_p6_seed03
scan1,6,3,27,32797.5,scan1_27_p6_seed03
scan1,6,3,28,32922.5,scan1_28_p6_seed03
scan1,6,3,29,32825.0,scan1_29_p6_seed03
scan1,6,3,3,30473.5,scan1_3_p6_seed03
scan1,6,3,30,32856.0,scan1_30_p6_seed03
scan1,6,3,31,32824.5,scan1_31_p6_seed03
scan1,6,3,32,32820.5,scan1_32_p6_seed03
scan1,6,3,33,32949.0,scan1_33_p6_seed03
scan1,6,3,34,33018.5,scan1_34_p6_seed03
scan1,6,3,35,33251.0,scan1_35_p6_seed03
scan1,6,3,36,33216.0,scan1_36_p6_seed03
scan1,6,3,37,33143.5,scan1_37_p6_seed03
scan1,6,3,38,33171.5,scan1_38_p6_seed03
scan1,6,3,39,33335.0,scan1_39_p6_seed03
scan1,6,3,4,30724.0,scan1_4_p6_seed03
scan1,6,3,40,33239.5,scan1_40_p6_seed03
scan1,6,3,41,33178.0,scan1_41_p6_seed03
scan1,6,3,42,33360.5,scan1_42_p6_seed03
scan1,6,3,43,33291.0,scan1_43_p6_seed03
scan1,6,3,44,33611.5,scan1_44_p6_seed03
scan1,6,3,45,33347.5,scan1_45_p6_seed03
scan1,6,3,46,33426.0,scan1_46_p6_seed03
scan1,6,3,47,33283.5,scan1_47_p6_seed03
scan1,6,3,48,33819.0,scan1_48_p6_seed03
scan1,6,3,49,33539.5,scan1_49_p6_seed03
scan1,6,3,5,30942.0,scan1_5_p6_seed03
scan1,6,3,50,33432.5,scan1_50_p6_seed03
scan1,6,3,51,40409.5,scan1_51_p6_seed03
scan1,6,3,52,40792.0,scan1_52_p6_seed03
scan1,6,3,53,40536.0,scan1_53_p6_seed03
scan1,6,3,54,40530.5,scan1_54_p6_seed03
scan1,6,3,55,40492.5,scan1_55_p6_seed03
scan1,6,3,56,40705.0,scan1_56_p6_seed03
scan1,6,3,57,40821.5,scan1_57_p6_seed03
scan1,6,3,58,40735.0,scan1_58_p6_seed03
scan1,6,3,59,40689.5,scan1_59_p6_seed03
scan1,6,3,6,30962.5,scan1_6_p6_seed03
scan1,6,3,60,40525.5,scan1_60_p6_seed03
scan1,6,3,61,40597.5,scan1_61_p6_seed03
scan1,6,3,62,40525.5,scan1_62_p6_seed03
scan1,6,3,63,40751.5,scan1_63_p6_seed03
scan1,6,3,64,40546.0,scan1_64_p6_seed03
scan1,6,3,65,40612.0,scan1_65_p6_seed03
scan1,6,3,66,40633.0,scan1_66_p6_seed03
scan1,6,3,67,40813.0,scan1_67_p6_seed03
scan1,6,3,68,40711.0,scan1_68_p6_seed03
scan1,6,3,69,40426.0,scan1_69_p6_seed03
scan1,6,3,7,31622.0,scan1_7_p6_seed03
scan1,6,3,70,40712.0,scan1_70_p6_seed03
scan1,6,3,71,40754.0,scan1_71_p6_seed03
scan1,6,3,72,40751.0,scan1_72_p6_seed03
scan1,6,3,73,40508.5,scan1_73_p6_seed03
scan1,6,3,74,40642.0,scan1_74_p6_seed03
scan1,6,3,75,40681.0,scan1_75_p6_seed03
scan1,6,3,76,40705.0,scan1_76_p6_seed03
scan1,6,3,77,40968.5,scan1_77_p6_seed03
scan1,6,3,78,40654.0,scan1_78_p6_seed03
scan1,6,3,79,40537.5,scan1_79_p6_seed03
scan1,6,3,8,31330.0,scan1_8_p6_seed03
scan1,6,3,80,40782.0,scan1_80_p6_seed03
scan1,6,3,81,40640.0,scan1_81_p6_seed03
scan1,6,3,82,40725.5,scan1_82_p6_seed03
scan1,6,3,83,40591.5,scan1_83_p6_seed03
scan1,6,3,84,40796.0,scan1_84_p6_seed03
scan1,6,3,85,40813.5,scan1_85_p6_seed03
scan1,6,3,86,40657.5,scan1_86_p6_seed03
scan1,6,3,87,40690.5,scan1_87_p6_seed03
scan1,6,3,88,40597.0,scan1_88_p6_seed03
scan1,6,3,89,40802.0,scan1_89_p6_seed03
scan1,6,3,9,31557.5,scan1_9_p6_seed03
scan1,6,3,90,40665.0,scan1_90_p6_seed03
scan1,6,3,91,40824.5,scan1_91_p6_seed03
scan1,6,3,92,40760.5,scan1_92_p6_seed03
scan1,6,3,93,40809.5,scan1_93_p6_seed03
scan1,6,3,94,40847.0,scan1_94_p6_seed03
scan1,6,3,95,40805.5,scan1_95_p6_seed03
scan1,6,3,96,40766.5,scan1_96_p6_seed03
scan1,6,3,97,40879.5,scan1_97_p6_seed03
scan1,6,3,98,40885.0,scan1_98_p6_seed03
scan1,6,3,99,40776.0,scan1_99_p6_seed03
scan1,6,4,1,30745.0,scan1_1_p6_seed04
scan1,6,4,10,32237.0,scan1_10_p6_seed04
scan1,6,4,100,41386.5,scan1_100_p6_seed04
scan1,6,4,101,41479.0,scan1_101_p6_seed04
scan1,6,4,102,41251.5,scan1_102_p6_seed04
scan1,6,4,103,41221.5,scan1_103_p6_seed04
scan1,6,4,104,41249.0,scan1_104_p6_seed04
scan1,6,4,105,41478.5,scan1_105_p6_seed04
scan1,6,4,106,41348.5,scan1_106_p6_seed04
scan1,6,4,107,41456.0,scan1_107_p6_seed04
scan1,6,4,108,41293.0,scan1_108_p6_seed04
scan1,6,4,109,41498.0,scan1_109_p6_seed04
scan1,6,4,11,32206.5,scan1_11_p6_seed04
scan1,6,4,110,41338.0,scan1_110_p6_seed04
scan1,6,4,111,41470.0,scan1_111_p6_seed04
scan1,6,4,112,41467.0,scan1_112_p6_seed04
scan1,6,4,113,41380.0,scan1_113_p6_seed04
scan1,6,4,114,41247.5,scan1_114_p6_seed04
scan1,6,4,115,41391.0,scan1_115_p6_seed04
scan1,6,4,116,41395.5,scan1_116_p6_seed04
scan1,6,4,117,41288.5,scan1_117_p6_seed04
scan1,6,4,118,41283.0,scan1_118_p6_seed04
scan1,6,4,119,41424.0,scan1_119_p6_seed04
scan1,6,4,12,32495.5,scan1_12_p6_seed04
scan1,6,4,120,41536.0,scan1_120_p6_seed04
scan1,6,4,121,41231.5,scan1_121_p6_seed04
scan1,6,4,122,41291.5,scan1_122_p6_seed04
scan1,6,4,123,41309.0,scan1_123_p6_seed04
scan1,6,4,124,41372.0,scan1_124_p6_seed04
scan1,6,4,125,41535.5,scan1_125_p6_seed04
scan1,6,4,126,41732.0,scan1_126_p6_seed04
scan1,6,4,127,41582.0,scan1_127_p6_seed04
scan1,6,4,128,41889.0,scan1_128_p6_seed04
scan1,6,4,129,41873.0,scan1_129_p6_seed04
scan1,6,4,13,32449.5,scan1_13_p6_seed04
scan1,6,4,130,41792.5,scan1_130_p6_seed04
scan1,6,4,131,41906.5,scan1_131_p6_seed04
scan1,6,4,132,41940.0,scan1_132_p6_seed04
scan1,6,4,133,41613.5,scan1_133_p6_seed04
scan1,6,4,134,41789.5,scan1_134_p6_seed04
scan1,6,4,14,32609.5,scan1_14_p6_seed04
scan1,6,4,15,32795.5,scan1_15_p6_seed04
scan1,6,4,16,32821.0,scan1_16_p6_seed04
scan1,6,4,17,32811.5,scan1_17_p6_seed04
scan1,6,4,18,32906.5,scan1_18_p6_seed04
scan1,6,4,19,32953.5,scan1_19_p6_seed04
scan1,6,4,2,30962.0,scan1_2_p6_seed04
scan1,6,4,20,33091.5,scan1_20_p6_seed04
scan1,6,4,21,33191.0,scan1_21_p6_seed04
scan1,6,4,22,33092.0,scan1_22_p6_seed04
scan1,6,4,23,33196.0,scan1_23_p6_seed04
scan1,6,4,24,33083.5,scan1_24_p6_seed04
scan1,6,4,25,33217.5,scan1_25_p6_seed04
scan1,6,4,26,33310.0,scan1_26_p6_seed04
scan1,6,4,27,33362.5,scan1_27_p6_seed04
scan1,6,4,28,33347.5,scan1_28_p6_seed04
scan1,6,4,29,33315.5,scan1_29_p6_seed04
scan1,6,4,3,31144.0,scan1_3_p6_seed04
scan1,6,4,30,33421.5,scan1_30_p6_seed04
scan1,6,4,31,33495.0,scan1_31_p6_seed04
scan1,6,4,32,33429.5,scan1_32_p6_seed04
scan1,6,4,33,33530.0,scan1_33_p6_seed04
scan1,6,4,34,33485.0,scan1_34_p6_seed04
scan1,6,4,35,33520.0,scan1_35_p6_seed04
scan1,6,4,36,33728.5,scan1_36_p6_seed04
scan1,6,4,37,33693.5,scan1_37_p6_seed04
scan1,6,4,38,33620.0,scan1_38_p6_seed04
scan1,6,4,39,33760.5,scan1_39_p6_seed04
scan1,6,4,4,31188.5,scan1_4_p6_seed04
scan1,6,4,40,33646.0,scan1_40_p6_seed04
scan1,6,4,41,33901.5,scan1_41_p6_seed04
scan1,6,4,42,33903.5,scan1_42_p6_seed04
scan1,6,4,43,33668.0,scan1_43_p6_seed04
scan1,6,4,44,33801.0,scan1_44_p6_seed04
scan1,6,4,45,33622.0,scan1_45_p6_seed04
scan1,6,4,46,33690.0,scan1_46_p6_seed04
scan1,6,4,47,33899.5,scan1_47_p6_seed04
scan1,6,4,48,33985.5,scan1_48_p6_seed04
scan1,6,4,49,33910.0,scan1_49_p6_seed04
scan1,6,4,5,31670.5,scan1_5_p6_seed04
scan1,6,4,50,34030.5,scan1_50_p6_seed04
scan1,6,4,51,41054.5,scan1_51_p6_seed04
scan1,6,4,52,40882.0,scan1_52_p6_seed04
scan1,6,4,53,41131.5,scan1_53_p6_seed04
scan1,6,4,54,41112.5,scan1_54_p6_seed04
scan1,6,4,55,41113.5,scan1_55_p6_seed04
scan1,6,4,56,41078.5,scan1_56_p6_seed04
scan1,6,4,57,41249.0,scan1_57_p6_seed04
scan1,6,4,58,41092.5,scan1_58_p6_seed04
scan1,6,4,59,41115.5,scan1_59_p6_seed04
scan1,6,4,6,31769.0,scan1_6_p6_seed04
scan1,6,4,60,41120.5,scan1_60_p6_seed04
scan1,6,4,61,41140.5,scan1_61_p6_seed04
scan1,6,4,62,41102.5,scan1_62_p6_seed04
scan1,6,4,63,41049.5,scan1_63_p6_seed04
scan1,6,4,64,41020.0,scan1_64_p6_seed04
scan1,6,4,65,41269.5,scan1_65_p6_seed04
scan1,6,4,66,41307.5,scan1_66_p6_seed04
scan1,6,4,67,41401.0,scan1_67_p6_seed04
scan1,6,4,68,41400.5,scan1_68_p6_seed04
scan1,6,4,69,41091.5,scan1_69_p6_seed04
scan1,6,4,7,31871.0,scan1_7_p6_seed04
scan1,6,4,70,41195.5,scan1_70_p6_seed04
scan1,6,4,71,41204.5,scan1_71_p6_seed04
scan1,6,4,72,41258.0,scan1_72_p6_seed04
scan1,6,4,73,41247.0,scan1_73_p6_seed04
scan1,6,4,74,41085.0,scan1_74_p6_seed04
scan1,6,4,75,41195.5,scan1_75_p6_seed04
scan1,6,4,76,41159.0,scan1_76_p6_seed04
scan1,6,4,77,41165.5,scan1_77_p6_seed04
scan1,6,4,78,41405.0,scan1_78_p6_seed04
scan1,6,4,79,41397.0,scan1_79_p6_seed04
scan1,6,4,8,31931.5,scan1_8_p6_seed04
scan1,6,4,80,41235.0,scan1_80_p6_seed04
scan1,6,4,81,41205.0,scan1_81_p6_seed04
scan1,6,4,82,41313.5,scan1_82_p6_seed04
scan1,6,4,83,41249.0,scan1_83_p6_seed04
scan1,6,4,84,41381.0,scan1_84_p6_seed04
scan1,6,4,85,41283.5,scan1_85_p6_seed04
scan1,6,4,86,41356.0,scan1_86_p6_seed04
scan1,6,4,87,41212.5,scan1_87_p6_seed04
scan1,6,4,88,41202.0,scan1_88_p6_seed04
scan1,6,4,89,41396.5,scan1_89_p6_seed04
scan1,6,4,9,32046.5,scan1_9_p6_seed04
scan1,6,4,90,41424.5,scan1_90_p6_seed04
scan1,6,4,91,41226.5,scan1_91_p6_seed04
scan1,6,4,92,41324.0,scan1_92_p6_seed04
scan1,6,4,93,41453.5,scan1_93_p6_seed04
scan1,6,4,94,41466.0,scan1_94_p6_seed04
scan1,6,4,95,41312.5,scan1_95_p6_seed04
scan1,6,4,96,41287.0,scan1_96_p6_seed04
scan1,6,4,97,41451.0,scan1_97_p6_seed04
scan1,6,4,98,41517.5,scan1_98_p6_seed04
scan1,6,4,99,41402.0,scan1_99_p6_seed04
scan1,6,5,1,29805.0,scan1_1_p6_seed05
scan1,6,5,10,31187.0,scan1_10_p6_seed05
scan1,6,5,100,40207.0,scan1_100_p6_seed05
scan1,6,5,101,40142.5,scan1_101_p6_seed05
scan1,6,5,102,40081.0,scan1_102_p6_seed05
scan1,6,5,103,40056.0,scan1_103_p6_seed05
scan1,6,5,104,40097.0,scan1_104_p6_seed05
scan1,6,5,105,40029.0,scan1_105_p6_seed05
scan1,6,5,106,40213.0,scan1_106_p6_seed05
scan1,6,5,107,40161.5,scan1_107_p6_seed05
scan1,6,5,108,40089.0,scan1_108_p6_seed05
scan1,6,5,109,40079.0,scan1_109_p6_seed05
scan1,6,5,11,31298.0,scan1_11_p6_seed05
scan1,6,5,110,40175.0,scan1_110_p6_seed05
scan1,6,5,111,40184.0,scan1_111_p6_seed05
scan1,6,5,112,40031.0,scan1_112_p6_seed05
scan1,6,5,113,40202.0,scan1_113_p6_seed05
scan1,6,5,114,40345.0,scan1_114_p6_seed05
scan1,6,5,115,40124.5,scan1_115_p6_seed05
scan1,6,5,116,40076.0,scan1_116_p6_seed05
scan1,6,5,117,39968.5,scan1_117_p6_seed05
scan1,6,5,118,40068.5,scan1_118_p6_seed05
scan1,6,5,119,40208.5,scan1_119_p6_seed05
scan1,6,5,12,31407.0,scan1_12_p6_seed05
scan1,6,5,120,40067.0,scan1_120_p6_seed05
scan1,6,5,121,40090.5,scan1_121_p6_seed05
scan1,6,5,122,40005.5,scan1_122_p6_seed05
scan1,6,5,123,40061.0,scan1_123_p6_seed05
scan1,6,5,124,40065.5,scan1_124_p6_seed05
scan1,6,5,125,40046.0,scan1_125_p6_seed05
scan1,6,5,126,40121.0,scan1_126_p6_seed05
scan1,6,5,127,39764.0,scan1_127_p6_seed05
scan1,6,5,128,40113.0,scan1_128_p6_seed05
scan1,6,5,129,40144.0,scan1_129_p6_seed05
scan1,6,5,13,31595.0,scan1_13_p6_seed05
scan1,6,5,130,40039.0,scan1_130_p6_seed05
scan1,6,5,131,40242.0,scan1_131_p6_seed05
scan1,6,5,132,40062.0,scan1_132_p6_seed05
scan1,6,5,133,40181.0,scan1_133_p6_seed05
scan1,6,5,134,40224.5,scan1_134_p6_seed05
scan1,6,5,14,31761.5,scan1_14_p6_seed05
scan1,6,5,15,31726.0,scan1_15_p6_seed05
scan1,6,5,16,31785.0,scan1_16_p6_seed05
scan1,6,5,17,31921.5,scan1_17_p6_seed05
scan1,6,5,18,32072.5,scan1_18_p6_seed05
scan1,6,5,19,32054.5,scan1_19_p6_seed05
scan1,6,5,2,29971.5,scan1_2_p6_seed05
scan1,6,5,20,32144.0,scan1_20_p6_seed05
scan1,6,5,21,31955.5,scan1_21_p6_seed05
scan1,6,5,22,32344.5,scan1_22_p6_seed05
scan1,6,5,23,32075.0,scan1_23_p6_seed05
scan1,6,5,24,32117.0,scan1_24_p6_seed05
scan1,6,5,25,32324.5,scan1_25_p6_seed05
scan1,6,5,26,32219.0,scan1_26_p6_seed05
scan1,6,5,27,32370.5,scan1_27_p6_seed05
scan1,6,5,28,32374.5,scan1_28_p6_seed05
scan1,6,5,29,32333.5,scan1_29_p6_seed05
scan1,6,5,3,30352.5,scan1_3_p6_seed05
scan1,6,5,30,32379.0,scan1_30_p6_seed05
scan1,6,5,31,32421.0,scan1_31_p6_seed05
scan1,6,5,32,32545.0,scan1_32_p6_seed05
scan1,6,5,33,32512.5,scan1_33_p6_seed05
scan1,6,5,34,32566.0,scan1_34_p6_seed05
scan1,6,5,35,32588.5,scan1_35_p6_seed05
scan1,6,5,36,32531.5,scan1_36_p6_seed05
scan1,6,5,37,32604.0,scan1_37_p6_seed05
scan1,6,5,38,32595.0,scan1_38_p6_seed05
scan1,6,5,39,32785.5,scan1_39_p6_seed05
scan1,6,5,4,30487.0,scan1_4_p6_seed05
scan1,6,5,40,32552.5,scan1_40_p6_seed05
scan1,6,5,41,32772.0,scan1_41_p6_seed05
scan1,6,5,42,32644.5,scan1_42_p6_seed05
scan1,6,5,43,32888.5,scan1_43_p6_seed05
scan1,6,5,44,32694.0,scan1_44_p6_seed05
scan1,6,5,45,32716.0,scan1_45_p6_seed05
scan1,6,5,46,32788.5,scan1_46_p6_seed05
scan1,6,5,47,32893.0,scan1_47_p6_seed05
scan1,6,5,48,32803.5,scan1_48_p6_seed05
scan1,6,5,49,32867.0,scan1_49_p6_seed05
scan1,6,5,5,30838.5,scan1_5_p6_seed05
scan1,6,5,50,33026.0,scan1_50_p6_seed05
scan1,6,5,51,39787.5,scan1_51_p6_seed05
scan1,6,5,52,39806.5,scan1_52_p6_seed05
scan1,6,5,53,40007.0,scan1_53_p6_seed05
scan1,6,5,54,39999.0,scan1_54_p6_seed05
scan1,6,5,55,39777.0,scan1_55_p6_seed05
scan1,6,5,56,39865.5,scan1_56_p6_seed05
scan1,6,5,57,39996.0,scan1_57_p6_seed05
scan1,6,5,58,39973.5,scan1_58_p6_seed05
scan1,6,5,59,39874.5,scan1_59_p6_seed05
scan1,6,5,6,30954.0,scan1_6_p6_seed05
scan1,6,5,60,39775.0,scan1_60_p6_seed05
scan1,6,5,61,39773.5,scan1_61_p6_seed05
scan1,6,5,62,39925.5,scan1_62_p6_seed05
scan1,6,5,63,39867.0,scan1_63_p6_seed05
scan1,6,5,64,40043.5,scan1_64_p6_seed05
scan1,6,5,65,39937.5,scan1_65_p6_seed05
scan1,6,5,66,40011.0,scan1_66_p6_seed05
scan1,6,5,67,39885.0,scan1_67_p6_seed05
scan1,6,5,68,39917.0,scan1_68_p6_seed05
scan1,6,5,69,39930.5,scan1_69_p6_seed05
scan1,6,5,7,30970.5,scan1_7_p6_seed05
scan1,6,5,70,40068.0,scan1_70_p6_seed05
scan1,6,5,71,39998.5,scan1_71_p6_seed05
scan1,6,5,72,40096.0,scan1_72_p6_seed05
scan1,6,5,73,39927.5,scan1_73_p6_seed05
scan1,6,5,74,39874.5,scan1_74_p6_seed05
scan1,6,5,75,40028.5,scan1_75_p6_seed05
scan1,6,5,76,40007.0,scan1_76_p6_seed05
scan1,6,5,77,40223.0,scan1_77_p6_seed05
scan1,6,5,78,40199.0,scan1_78_p6_seed05
scan1,6,5,79,40129.5,scan1_79_p6_seed05
scan1,6,5,8,30990.5,scan1_8_p6_seed05
scan1,6,5,80,40173.0,scan1_80_p6_seed05
scan1,6,5,81,40086.0,scan1_81_p6_seed05
scan1,6,5,82,40011.0,scan1_82_p6_seed05
scan1,6,5,83,40378.0,scan1_83_p6_seed05
scan1,6,5,84,40149.5,scan1_84_p6_seed05
scan1,6,5,85,40234.5,scan1_85_p6_seed05
scan1,6,5,86,40116.0,scan1_86_p6_seed05
scan1,6,5,87,40171.0,scan1_87_p6_seed05
scan1,6,5,88,40210.5,scan1_88_p6_seed05
scan1,6,5,89,40308.0,scan1_89_p6_seed05
scan1,6,5,9,31145.5,scan1_9_p6_seed05
scan1,6,5,90,40286.5,scan1_90_p6_seed05
scan1,6,5,91,40427.0,scan1_91_p6_seed05
scan1,6,5,92,40200.0,scan1_92_p6_seed05
scan1,6,5,93,40367.5,scan1_93_p6_seed05
scan1,6,5,94,40285.0,scan1_94_p6_seed05
scan1,6,5,95,40395.0,scan1_95_p6_seed05
scan1,6,5,96,40052.5,scan1_96_p6_seed05
scan1,6,5,97,40296.5,scan1_97_p6_seed05
scan1,6,5,98,40139.5,scan1_98_p6_seed05
scan1,6,5,99,40173.0,scan1_99_p6_seed05
scan1,6,6,1,30951.5,scan1_1_p6_seed06
scan1,6,6,10,32206.5,scan1_10_p6_seed06
scan1,6,6,100,41233.5,scan1_100_p6_seed06
scan1,6,6,101,40986.0,scan1_101_p6_seed06
scan1,6,6,102,41142.5,scan1_102_p6_seed06
scan1,6,6,103,41118.0,scan1_103_p6_seed06
scan1,6,6,104,41100.0,scan1_104_p6_seed06
scan1,6,6,105,41203.0,scan1_105_p6_seed06
scan1,6,6,106,41156.0,scan1_106_p6_seed06
scan1,6,6,107,41241.5,scan1_107_p6_seed06
scan1,6,6,108,40953.0,scan1_108_p6_seed06
scan1,6,6,109,41169.0,scan1_109_p6_seed06
scan1,6,6,11,32146.0,scan1_11_p6_seed06
scan1,6,6,110,40847.5,scan1_110_p6_seed06
scan1,6,6,111,41087.0,scan1_111_p6_seed06
scan1,6,6,112,41058.5,scan1_112_p6_seed06
scan1,6,6,113,41043.5,scan1_113_p6_seed06
scan1,6,6,114,41211.0,scan1_114_p6_seed06
scan1,6,6,115,41077.0,scan1_115_p6_seed06
scan1,6,6,116,41208.5,scan1_116_p6_seed06
scan1,6,6,117,41213.0,scan1_117_p6_seed06
scan1,6,6,118,41024.0,scan1_118_p6_seed06
scan1,6,6,119,41143.0,scan1_119_p6_seed06
scan1,6,6,12,32196.0,scan1_12_p6_seed06
scan1,6,6,120,40965.0,scan1_120_p6_seed06
scan1,6,6,121,41059.5,scan1_121_p6_seed06
scan1,6,6,122,41052.5,scan1_122_p6_seed06
scan1,6,6,123,41089.0,scan1_123_p6_seed06
scan1,6,6,124,40933.5,scan1_124_p6_seed06
scan1,6,6,125,41063.0,scan1_125_p6_seed06
scan1,6,6,126,40983.5,scan1_126_p6_seed06
scan1,6,6,127,41009.0,scan1_127_p6_seed06
scan1,6,6,128,41228.5,scan1_128_p6_seed06
scan1,6,6,129,41100.0,scan1_129_p6_seed06
scan1,6,6,13,32419.0,scan1_13_p6_seed06
scan1,6,6,130,41301.5,scan1_130_p6_seed06
scan1,6,6,131,41370.0,scan1_131_p6_seed06
scan1,6,6,132,41093.5,scan1_132_p6_seed06
scan1,6,6,133,41148.5,scan1_133_p6_seed06
scan1,6,6,134,41141.5,scan1_134_p6_seed06
scan1,6,6,14,32447.0,scan1_14_p6_seed06
scan1,6,6,15,32359.5,scan1_15_p6_seed06
scan1,6,6,16,32601.0,scan1_16_p6_seed06
scan1,6,6,17,32512.0,scan1_17_p6_seed06
scan1,6,6,18,32571.5,scan1_18_p6_seed06
scan1,6,6,19,32518.0,scan1_19_p6_seed06
scan1,6,6,2,30949.0,scan1_2_p6_seed06
scan1,6,6,20,32559.5,scan1_20_p6_seed06
scan1,6,6,21,32798.0,scan1_21_p6_seed06
scan1,6,6,22,32784.0,scan1_22_p6_seed06
scan1,6,6,23,32775.0,scan1_23_p6_seed06
scan1,6,6,24,32901.5,scan1_24_p6_seed06
scan1,6,6,25,32973.5,scan1_25_p6_seed06
scan1,6,6,26,32984.5,scan1_26_p6_seed06
scan1,6,6,27,32985.5,scan1_27_p6_seed06
scan1,6,6,28,33048.5,scan1_28_p6_seed06
scan1,6,6,29,33220.0,scan1_29_p6_seed06
scan1,6,6,3,31149.0,scan1_3_p6_seed06
scan1,6,6,30,33169.5,scan1_30_p6_seed06
scan1,6,6,31,33177.0,scan1_31_p6_seed06
scan1,6,6,32,33217.5,scan1_32_p6_seed06
scan1,6,6,33,33238.5,scan1_33_p6_seed06
scan1,6,6,34,33314.5,scan1_34_p6_seed06
scan1,6,6,35,33375.0,scan1_35_p6_seed06
scan1,6,6,36,33365.5,scan1_36_p6_seed06
